tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
SPAC977.05c	-	-	SPAC977.05c	-	-	I:35767-36382	-	-	0.0604712	0	0.423299	OK
SPAC977.06	-	-	SPAC977.06	-	-	I:39415-40072	-	-	0.585838	0	1.37735	OK
SPNCRNA.136	-	-	SPNCRNA.136	-	-	I:40794-41489	-	-	0.22792	0	0.65769	OK
SPNCRNA.601	-	-	SPNCRNA.601	-	-	I:40915-41770	-	-	4.47287	3.00413	5.9416	OK
SPAC977.07c	-	-	SPAC977.07c	pfl6	-	I:42056-43307	-	-	1.07061	0.51267	1.62854	OK
SPAC977.08	-	-	SPAC977.08	-	-	I:44643-45468	-	-	0.360648	0	0.777088	OK
SPAC977.09c	-	-	SPAC977.09c	-	-	I:45874-48399	-	-	17.9594	16.4031	19.5156	OK
SPNCRNA.602	-	-	SPNCRNA.602	-	-	I:50850-51545	-	-	1.51947	0.511567	2.52737	OK
SPAC977.10	-	-	SPAC977.10	sod2	-	I:50945-53858	-	-	27.9056	25.7699	30.0412	OK
SPNCRNA.19	-	-	SPNCRNA.19	prl19	-	I:51157-51583	-	-	1.51787e-07	0	0.669602	OK
SPAC977.11	-	-	SPAC977.11	-	-	I:55058-56308	-	-	27.3265	24.525	30.1281	OK
SPAC977.12	-	-	SPAC977.12	-	-	I:56372-57736	-	-	148.511	142.325	154.698	OK
SPAC977.13c	-	-	SPAC977.13c	-	-	I:58276-59105	-	-	3.9418	2.56236	5.32123	OK
SPAC977.14c	-	-	SPAC977.14c	-	-	I:59613-60907	-	-	426.833	415.874	437.793	OK
SPAC977.15	-	-	SPAC977.15	-	-	I:62960-63862	-	-	11.1262	8.93941	13.3131	OK
SPAC977.16c	-	-	SPAC977.16c	dak2	-	I:64558-66980	-	-	18.3087	16.5502	20.0672	OK
SPAC977.17	-	-	SPAC977.17	-	-	I:66218-69821	-	-	34.3317	32.0757	36.5876	OK
SPNCRNA.137	-	-	SPNCRNA.137	-	-	I:71029-71470	-	-	0	0	0	OK
SPNCRNA.37	-	-	SPNCRNA.37	prl37	-	I:71981-72380	-	-	0	0	0	OK
SPNCRNA.83	-	-	SPNCRNA.83	-	-	I:72343-72414	-	-	0	0	0	OK
SPAPJ695.02	-	-	SPAPJ695.02	-	-	I:74451-76721	-	-	1.30307	0.86061	1.74554	OK
SPAPJ695.01c	-	-	SPAPJ695.01c	-	-	I:77479-78066	-	-	0	0	0	OK
SPNCRNA.138	-	-	SPNCRNA.138	-	-	I:79208-79317	-	-	0	0	0	OK
SPNCRNA.76	-	-	SPNCRNA.76	-	-	I:79542-79628	-	-	0	0	0	OK
SPNCRNA.603	-	-	SPNCRNA.603	-	-	I:81467-82345	-	-	0.110784	0	0.332352	OK
SPAC1F8.01	-	-	SPAC1F8.01	ght3	-	I:82745-84786	-	-	1.44503	0.952936	1.93712	OK
SPAC1F8.02c	-	-	SPAC1F8.02c	shu1	-	I:85565-86324	-	-	0.268946	0	0.649823	OK
SPAC1F8.03c	-	-	SPAC1F8.03c	str3	-	I:88200-90300	-	-	0.394393	0.139738	0.649048	OK
SPNCRNA.604	-	-	SPNCRNA.604	-	-	I:90680-91753	-	-	2.83694	1.81976	3.85413	OK
SPAC1F8.04c	-	-	SPAC1F8.04c	-	-	I:92386-93931	-	-	2.00677	1.31952	2.69402	OK
SPNCRNA.139	-	-	SPNCRNA.139	-	-	I:90867-91753	-	-	2.05598e-08	0	0.218975	OK
SPNCRNA.605	-	-	SPNCRNA.605	SPAC1F8.04c-antisense-1	-	I:90948-94038	-	-	4.95022	4.19727	5.70316	OK
SPNCRNA.606	-	-	SPNCRNA.606	isp3-antisense-1	-	I:95158-96525	-	-	1.6066	0.951033	2.26217	OK
SPAC1F8.05	-	-	SPAC1F8.05	isp3	-	I:95960-96966	-	-	15.8332	13.2927	18.3736	OK
SPNCRNA.607	-	-	SPNCRNA.607	fta5-antisense-1	-	I:99045-101140	-	-	3.47983	2.71305	4.24661	OK
SPAC1F8.06	-	-	SPAC1F8.06	fta5	-	I:99870-101431	-	-	12.009	10.2915	13.7264	OK
SPAC1F8.07c	-	-	SPAC1F8.07c	-	-	I:101714-103594	-	-	2507.31	2485.97	2528.64	OK
SPAC1F8.08	-	-	SPAC1F8.08	-	-	I:103940-104953	-	-	12.2801	10.1505	14.4098	OK
SPAC11D3.19	-	-	SPAC11D3.19	-	-	I:106892-108361	-	-	4.49073	3.45439	5.52707	OK
SPAC11D3.01c	-	-	SPAC11D3.01c	-	-	I:108731-109195	-	-	33.4808	27.2902	39.6714	OK
SPNCRNA.608	-	-	SPNCRNA.608	-	-	I:109627-112377	-	-	5.28775	4.46102	6.11447	OK
SPAC11D3.02c	-	-	SPAC11D3.02c	-	-	I:109828-110455	-	-	346.049	324.774	367.323	OK
SPAC11D3.03c	-	-	SPAC11D3.03c	-	-	I:110903-112499	-	-	2.53583	1.75406	3.31759	OK
SPAC11D3.04c	-	-	SPAC11D3.04c	-	-	I:112513-114445	-	-	15.5299	13.7226	17.3372	OK
SPAC11D3.05	-	-	SPAC11D3.05	mfs2	-	I:113949-115962	-	-	13.7644	12.1381	15.3907	OK
SPAC11D3.07c	-	-	SPAC11D3.07c	toe4	-	I:116053-120309	-	-	14.179	12.9911	15.3669	OK
SPAC11D3.06	-	-	SPAC11D3.06	-	-	I:116330-118189	-	-	9.12579	7.77349	10.4781	OK
SPAC11D3.08c	-	-	SPAC11D3.08c	-	-	I:120320-123785	-	-	15.9422	14.5544	17.3299	OK
SPAC11D3.09	-	-	SPAC11D3.09	-	-	I:122186-124116	-	-	2.51258	1.82646	3.19871	OK
SPAC11D3.10	-	-	SPAC11D3.10	-	-	I:124906-129053	-	-	4.3257	3.71977	4.93163	OK
SPAC11D3.11c	-	-	SPAC11D3.11c	-	-	I:126950-129316	-	-	14.4879	12.9104	16.0654	OK
SPAC11D3.13	-	-	SPAC11D3.13	hsp3104	-	I:130147-131268	-	-	34.953	31.2514	38.6545	OK
SPNCRNA.609	-	-	SPNCRNA.609	SPAC11D3.14c-antisense-1	-	I:131202-135541	-	-	5.59035	4.90764	6.27306	OK
SPNCRNA.147	-	-	SPNCRNA.147	-	-	I:135568-135926	-	-	0.479425	0	1.83631	OK
SPAC11D3.14c	-	-	SPAC11D3.14c	-	-	I:131189-135736	-	-	12.0924	11.044	13.1407	OK
SPAC11D3.15	-	-	SPAC11D3.15	-	-	I:136138-140365	-	-	24.3784	22.6867	26.07	OK
SPNCRNA.610	-	-	SPNCRNA.610	SPAC11D3.15-antisense-1	-	I:136273-137355	-	-	4.42459	3.16253	5.68666	OK
SPAC11D3.16c	-	-	SPAC11D3.16c	-	-	I:140380-141653	-	-	23.9781	21.1818	26.7744	OK
SPAC11D3.18c	-	-	SPAC11D3.18c	-	-	I:144818-146935	-	-	4.31631	3.45542	5.17721	OK
SPNCRNA.612	-	-	SPNCRNA.612	SPAC5H10.01-antisense-1	-	I:146870-148041	-	-	8.8087	7.10177	10.5156	OK
SPAC5H10.02c	-	-	SPAC5H10.02c	hsp3102	-	I:148037-150331	-	-	1.50657	1.03188	1.98126	OK
SPAC5H10.05c	-	-	SPAC5H10.05c	-	-	I:153069-155583	-	-	30.5302	28.159	32.9014	OK
SPAC11D3.17	-	-	SPAC11D3.17	-	-	I:141198-144768	-	-	8.13856	7.21012	9.067	OK
SPNCRNA.611	-	-	SPNCRNA.611	SPAC11D3.18c-antisense-1	-	I:144732-146501	-	-	9.07681	7.69223	10.4614	OK
SPAC5H10.01	-	-	SPAC5H10.01	-	-	I:146973-148055	-	-	4.76494	3.45085	6.07904	OK
SPNCRNA.613	-	-	SPNCRNA.613	SPAC5H10.01-antisense-1	-	I:148361-149005	-	-	9.66139	7.03554	12.2872	OK
SPAC5H10.03	-	-	SPAC5H10.03	-	-	I:149445-152909	-	-	109.761	104.214	115.307	OK
SPRRNA.10	-	-	SPRRNA.10	-	-	I:149657-149776	-	-	9.42025e-07	0	32.9242	OK
SPAC5H10.04	-	-	SPAC5H10.04	-	-	I:152850-155515	-	-	10.2719	9.06548	11.4784	OK
SPAC5H10.06c	-	-	SPAC5H10.06c	adh4	-	I:156429-158307	-	-	58.511	55.2573	61.7647	OK
SPAC5H10.07	-	-	SPAC5H10.07	-	-	I:158776-159472	-	-	14.709	11.7097	17.7082	OK
SPAC5H10.08c	-	-	SPAC5H10.08c	pan6	-	I:159879-160945	-	-	44.6324	40.6734	48.5914	OK
SPAC5H10.09c	-	-	SPAC5H10.09c	-	-	I:160976-161822	-	-	31.0502	27.0016	35.0988	OK
SPNCRNA.615	-	-	SPNCRNA.615	SPAC5H10.10-antisense-1	-	I:162256-164455	-	-	2.77379	2.1117	3.43589	OK
SPAC5H10.12c	-	-	SPAC5H10.12c	-	-	I:165813-167826	-	-	28.4122	25.928	30.8964	OK
SPAC5H10.13c	-	-	SPAC5H10.13c	gmh2	-	I:167765-170137	-	-	74.0127	69.57	78.4554	OK
SPNCRNA.614	-	-	SPNCRNA.614	SPAC5H10.09c-antisense-1	-	I:161071-162819	-	-	4.79771	3.80064	5.79477	OK
SPAC5H10.10	-	-	SPAC5H10.10	-	-	I:162755-164635	-	-	77.7544	72.8108	82.6981	OK
SPAC5H10.11	-	-	SPAC5H10.11	gmh1	-	I:164569-166335	-	-	2.58468	1.86194	3.30741	OK
SPNCRNA.616	-	-	SPNCRNA.616	SPAC5H10.12c-antisense-1	-	I:166582-167280	-	-	3.02054	1.63635	4.40472	OK
SPNCRNA.617	-	-	SPNCRNA.617	rad8-antisense-1	-	I:170236-174473	-	-	4.97117	4.32434	5.618	OK
SPSNORNA.49	-	-	SPSNORNA.49	snR97	-	I:170708-170856	-	-	0.000228626	0	14.7812	OK
SPAC13G6.01c	-	-	SPAC13G6.01c	rad8	-	I:170488-174701	-	-	50.5317	47.6699	53.3935	OK
SPAC13G6.02c	-	-	SPAC13G6.02c	rps101	-	I:174864-176655	-	-	502.51	479.578	525.443	OK
SPNCRNA.618	-	-	SPNCRNA.618	gpi7-antisense-1	-	I:176877-177943	-	-	8.40649	6.64739	10.1656	OK
SPAC13G6.03	-	-	SPAC13G6.03	gpi7	-	I:175889-180028	-	-	17.376	16.0114	18.7405	OK
SPNCRNA.141	-	-	SPNCRNA.141	-	-	I:175922-176736	-	-	7.72549e-07	0	0.244758	OK
SPAC13G6.04	-	-	SPAC13G6.04	tim8	-	I:180271-181069	-	-	168.247	154.578	181.916	OK
SPAC13G6.05c	-	-	SPAC13G6.05c	trs33	-	I:180902-182254	-	-	32.867	29.0571	36.677	OK
SPAC13G6.06c	-	-	SPAC13G6.06c	gcv2	-	I:182336-186358	-	-	76.5117	72.5028	80.5207	OK
SPAC13G6.07c	-	-	SPAC13G6.07c	rps601	-	I:186313-187683	-	-	678.071	647.103	709.04	OK
SPAC13G6.08	-	-	SPAC13G6.08	-	-	I:187700-190031	-	-	3.23464	2.53852	3.93075	OK
SPAC13G6.09	-	-	SPAC13G6.09	-	-	I:190191-191947	-	-	51.697	47.7267	55.6673	OK
SPNCRNA.619	-	-	SPNCRNA.619	-	-	I:188449-190474	-	-	11.2921	9.8392	12.7451	OK
SPAC13G6.10c	-	-	SPAC13G6.10c	asl1	-	I:191927-194053	-	-	546.049	521.685	570.413	OK
SPAC13G6.11c	-	-	SPAC13G6.11c	erg12	-	I:194098-195626	-	-	40.7372	37.3293	44.1451	OK
SPAC13G6.12c	-	-	SPAC13G6.12c	chs1	-	I:195939-199051	-	-	13.1718	11.8672	14.4765	OK
SPAC13G6.13	-	-	SPAC13G6.13	-	-	I:198883-199231	-	-	0.511316	0	1.97259	OK
SPNCRNA.620	-	-	SPNCRNA.620	aps1-antisense-1	-	I:199873-200587	-	-	4.09648	2.5059	5.68706	OK
SPAC13G6.14	-	-	SPAC13G6.14	aps1	-	I:200120-201517	-	-	100.867	94.3019	107.432	OK
SPAC13G6.15c	-	-	SPAC13G6.15c	-	-	I:201728-203346	-	-	16.4422	14.5698	18.3146	OK
SPNCRNA.621	-	-	SPNCRNA.621	-	-	I:203596-204322	-	-	11.0071	8.48504	13.5292	OK
SPAC24B11.05	-	-	SPAC24B11.05	-	-	I:204385-206081	-	-	26.0059	23.7112	28.3007	OK
SPAC24B11.06c	-	-	SPAC24B11.06c	sty1	-	I:206475-208044	-	-	173.385	163.905	182.864	OK
SPAC24B11.07c	-	-	SPAC24B11.07c	-	-	I:208838-211275	-	-	33.5248	30.9759	36.0736	OK
SPNCRNA.622	-	-	SPNCRNA.622	sty1-antisense-1	-	I:206774-209401	-	-	10.7416	9.49618	11.987	OK
SPAC24B11.08c	-	-	SPAC24B11.08c	-	-	I:211713-213591	-	-	62.2182	57.9837	66.4526	OK
SPNCRNA.623	-	-	SPNCRNA.623	-	-	I:213526-215928	-	-	6.22643	5.26168	7.19118	OK
SPNCRNA.142	-	-	SPNCRNA.142	-	-	I:213840-214818	-	-	1.50135	0.536359	2.46634	OK
SPAC24B11.09	-	-	SPAC24B11.09	mpc2	-	I:214092-216962	-	-	35.7262	33.2194	38.233	OK
SPAC24B11.10c	-	-	SPAC24B11.10c	cfh1	-	I:218259-221562	-	-	30.3401	28.6253	32.0549	OK
SPAC24B11.11c	-	-	SPAC24B11.11c	sid2	-	I:221693-223991	-	-	42.3911	39.9239	44.8583	OK
SPAC24B11.12c	-	-	SPAC24B11.12c	-	-	I:224079-229307	-	-	58.308	55.2451	61.3708	OK
SPNCRNA.624	-	-	SPNCRNA.624	SPAC24B11.14-antisense-1	-	I:229269-230855	-	-	6.16645	4.97152	7.36137	OK
SPAC24B11.14	-	-	SPAC24B11.14	-	-	I:230544-231136	-	-	3.00831	1.20054	4.81608	OK
SPAC24B11.13	-	-	SPAC24B11.13	hem3	-	I:231310-233488	-	-	67.165	62.9155	71.4146	OK
SPAC806.02c	-	-	SPAC806.02c	-	-	I:233031-235164	-	-	72.7877	68.2242	77.3512	OK
SPNCRNA.625	-	-	SPNCRNA.625	rps2601-antisense-1	-	I:235279-237141	-	-	22.187	19.9686	24.4054	OK
SPNCRNA.143	-	-	SPNCRNA.143	-	-	I:236818-236928	-	-	0	0	0	OK
SPNCRNA.627	-	-	SPNCRNA.627	-	-	I:237902-238881	-	-	2.16049	1.18863	3.13234	OK
SPNCRNA.144	-	-	SPNCRNA.144	-	-	I:238508-238898	-	-	1.02987	0	2.72991	OK
SPNCRNA.628	-	-	SPNCRNA.628	-	-	I:238997-240617	-	-	2.25956	1.48364	3.03547	OK
SPNCRNA.145	-	-	SPNCRNA.145	-	-	I:239729-240571	-	-	1.54475	0.466163	2.62333	OK
SPAC806.03c	-	-	SPAC806.03c	rps2601	-	I:235532-236104	-	-	974.547	925.351	1023.74	OK
SPAC806.11	-	-	SPAC806.11	-	-	I:237022-237885	-	-	17.6034	13.4312	21.7755	OK
SPNCRNA.03	-	-	SPNCRNA.03	prl3	-	I:237073-237848	-	-	150.791	139.365	162.216	OK
SPNCRNA.626	-	-	SPNCRNA.626	-	-	I:237819-239427	-	-	4.10231	3.138	5.06661	OK
SPAC806.04c	-	-	SPAC806.04c	-	-	I:241007-243122	-	-	44.6789	41.8686	47.4891	OK
SPAC806.06c	-	-	SPAC806.06c	-	-	I:244205-247074	-	-	32.6962	30.3373	35.055	OK
SPAC806.05	-	-	SPAC806.05	-	-	I:244213-247574	-	-	8.14251	7.18615	9.09887	OK
SPNCRNA.629	-	-	SPNCRNA.629	ndk1-antisense-1	-	I:247719-248448	-	-	5.54326	3.72304	7.36347	OK
SPAC806.07	-	-	SPAC806.07	ndk1	-	I:247820-248560	-	-	135.745	125.33	146.16	OK
SPAC806.08c	-	-	SPAC806.08c	mod21	-	I:248578-250983	-	-	18.6611	17.0319	20.2903	OK
SPAC1639.01c	-	-	SPAC1639.01c	-	-	I:251172-254600	-	-	96.1539	90.8341	101.474	OK
SPAC1639.02c	-	-	SPAC1639.02c	trk2	-	I:255880-259505	-	-	49.5047	46.3618	52.6476	OK
SPNCRNA.630	-	-	SPNCRNA.630	-	-	I:253718-255964	-	-	4.2481	3.42922	5.06698	OK
SPNCRNA.631	-	-	SPNCRNA.631	trk2-antisense-1	-	I:256085-257001	-	-	1.46838	0.655948	2.2808	OK
SPAC1F5.11c	-	-	SPAC1F5.11c	tra2	-	I:259602-271053	-	-	38.1826	36.3062	40.0591	OK
SPNCRNA.633	-	-	SPNCRNA.633	fal1-antisense-1	-	I:271076-272457	-	-	3.55604	2.58052	4.53156	OK
SPAC1F5.09c	-	-	SPAC1F5.09c	shk2	-	I:273151-274921	-	-	5.25164	4.21442	6.28887	OK
SPNCRNA.632	-	-	SPNCRNA.632	tra2-antisense-1	-	I:266550-267792	-	-	2.73569	1.82506	3.64632	OK
SPAC1F5.10	-	-	SPAC1F5.10	-	-	I:270892-272610	-	-	96.1371	90.0752	102.199	OK
SPNCRNA.634	-	-	SPNCRNA.634	shk2-antisense-1	-	I:272538-274901	-	-	6.92767	5.89547	7.95987	OK
SPAC1F5.08c	-	-	SPAC1F5.08c	yam8	-	I:275088-276661	-	-	37.3496	34.0788	40.6205	OK
SPAC1F5.07c	-	-	SPAC1F5.07c	hem14	-	I:276722-278573	-	-	54.1579	50.2814	58.0345	OK
SPAC1F5.06	-	-	SPAC1F5.06	lsh1	-	I:276656-281347	-	-	108.974	103.72	114.228	OK
SPAC1F5.05c	-	-	SPAC1F5.05c	mso1	-	I:281773-282745	-	-	31.3149	27.7917	34.8382	OK
SPAC1F5.04c	-	-	SPAC1F5.04c	cdc12	-	I:283286-289200	-	-	33.517	32.1916	34.8424	OK
SPAC1F5.03c	-	-	SPAC1F5.03c	-	-	I:289789-291927	-	-	115.156	110.698	119.614	OK
SPAC1F5.02	-	-	SPAC1F5.02	pdi1	-	I:291978-293771	-	-	480.729	471.065	490.392	OK
SPNCRNA.148	-	-	SPNCRNA.148	-	-	I:294009-294228	-	-	0	0	0	OK
SPAC18B11.11	-	-	SPAC18B11.11	-	-	I:294590-299154	-	-	15.3911	14.3536	16.4286	OK
SPAC18B11.10	-	-	SPAC18B11.10	tup11	-	I:299277-301837	-	-	41.9309	38.9243	44.9375	OK
SPNCRNA.27	-	-	SPNCRNA.27	prl27	-	I:299463-299610	-	-	0	0	0	OK
SPNCRNA.635	-	-	SPNCRNA.635	tup11-antisense-1	-	I:300704-301411	-	-	6.22997	4.25871	8.20123	OK
SPAC18B11.09c	-	-	SPAC18B11.09c	-	-	I:303003-304161	-	-	26.174	22.8309	29.5171	OK
SPAC18B11.08c	-	-	SPAC18B11.08c	-	-	I:304354-305168	-	-	84.1722	75.4222	92.9223	OK
SPAC18B11.07c	-	-	SPAC18B11.07c	rhp6	-	I:305601-306762	-	-	74.7655	68.2943	81.2366	OK
SPAC18B11.06	-	-	SPAC18B11.06	-	-	I:306763-308031	-	-	75.9943	71.3529	80.6358	OK
SPAC18B11.05	-	-	SPAC18B11.05	gpi18	-	I:308137-310034	-	-	19.8388	17.9118	21.7658	OK
SPAC18B11.04	-	-	SPAC18B11.04	ncs1	-	I:310156-311712	-	-	36.686	33.5485	39.8236	OK
SPAC18B11.03c	-	-	SPAC18B11.03c	-	-	I:311919-314040	-	-	10.9031	9.48896	12.3172	OK
SPAC18B11.02c	-	-	SPAC18B11.02c	-	-	I:313973-315335	-	-	74.6339	69.2356	80.0323	OK
SPAC12G12.16c	-	-	SPAC12G12.16c	-	-	I:315393-317585	-	-	9.74243	8.45468	11.0302	OK
SPNCRNA.637	-	-	SPNCRNA.637	sif3-antisense-1	-	I:317717-319171	-	-	4.12598	3.10417	5.14779	OK
SPNCRNA.636	-	-	SPNCRNA.636	-	-	I:312214-316276	-	-	5.9334	5.20479	6.66202	OK
SPAC12G12.15	-	-	SPAC12G12.15	sif3	-	I:316995-319185	-	-	33.2429	30.5524	35.9334	OK
SPAC12G12.14c	-	-	SPAC12G12.14c	pfs2	-	I:319814-321825	-	-	34.4306	31.6314	37.2299	OK
SPAC12G12.13c	-	-	SPAC12G12.13c	cid14	-	I:321763-324129	-	-	89.7946	84.6575	94.9317	OK
SPNCRNA.638	-	-	SPNCRNA.638	cid14-antisense-1	-	I:321795-322578	-	-	4.12523	2.62185	5.62861	OK
SPAC12G12.12	-	-	SPAC12G12.12	-	-	I:324041-325517	-	-	30.7332	27.6191	33.8472	OK
SPAC12G12.11c	-	-	SPAC12G12.11c	-	-	I:326439-328122	-	-	50.4321	46.9708	53.8935	OK
SPAC12G12.10	-	-	SPAC12G12.10	wdr21	-	I:328195-329545	-	-	50.7382	47.0804	54.396	OK
SPAC12G12.09	-	-	SPAC12G12.09	-	-	I:329809-332816	-	-	20.4136	18.9267	21.9004	OK
SPAC12G12.17	-	-	SPAC12G12.17	-	-	I:332837-333578	-	-	41.9069	36.4927	47.3211	OK
SPAC12G12.07c	-	-	SPAC12G12.07c	-	-	I:334614-336131	-	-	184.506	174.389	194.623	OK
SPAC12G12.08	-	-	SPAC12G12.08	mrpl6	-	I:333177-334621	-	-	35.8657	32.5465	39.1848	OK
SPAC12G12.06c	-	-	SPAC12G12.06c	-	-	I:336307-338157	-	-	97.8432	93.6269	102.06	OK
SPAC12G12.05c	-	-	SPAC12G12.05c	taf9	-	I:338285-339763	-	-	61.8399	57.2231	66.4568	OK
SPSNORNA.29	-	-	SPSNORNA.29	sno52	-	I:339547-339642	-	-	5539.12	4574.63	6503.62	OK
SPAC12G12.04	-	-	SPAC12G12.04	mcp60	-	I:339765-342080	-	-	395.383	377.413	413.353	OK
SPNCRNA.639	-	-	SPNCRNA.639	mcp60-antisense-1	-	I:340208-341954	-	-	26.0847	23.571	28.5984	OK
SPAC12G12.03	-	-	SPAC12G12.03	cip2	-	I:342089-345182	-	-	95.5617	92.4088	98.7146	OK
SPAC12G12.02	-	-	SPAC12G12.02	efg1	-	I:345233-347735	-	-	76.9797	72.351	81.6084	OK
SPNCRNA.640	-	-	SPNCRNA.640	efg1-antisense-1	-	I:345362-346322	-	-	4.14926	2.83864	5.45988	OK
SPAC12G12.01c	-	-	SPAC12G12.01c	-	-	I:346794-350151	-	-	36.6769	34.2603	39.0934	OK
SPAC630.04c	-	-	SPAC630.04c	-	-	I:350238-353340	-	-	16.6991	15.2039	18.1943	OK
SPAC630.03	-	-	SPAC630.03	arp3	-	I:350405-352296	-	-	135.172	127.381	142.962	OK
SPAC630.06c	-	-	SPAC630.06c	-	-	I:353704-357205	-	-	17.1855	15.7038	18.6671	OK
SPAC630.05	-	-	SPAC630.05	gyp7	-	I:353782-356580	-	-	19.9813	18.2399	21.7228	OK
SPAC630.07c	-	-	SPAC630.07c	-	-	I:357324-359228	-	-	11.5674	10.0489	13.0859	OK
SPNCRNA.641	-	-	SPNCRNA.641	SPAC630.07c-antisense-1	-	I:358612-359235	-	-	8.00831	5.56821	10.4484	OK
SPAC630.08c	-	-	SPAC630.08c	erg25	-	I:359637-361266	-	-	205.071	198.498	211.643	OK
SPNCRNA.642	-	-	SPNCRNA.642	mug177-antisense-1	-	I:361497-362202	-	-	5.95692	4.02666	7.88719	OK
SPAC630.09c	-	-	SPAC630.09c	mug58	-	I:362247-363714	-	-	49.2395	45.236	53.2429	OK
SPAC630.15	-	-	SPAC630.15	mug177	-	I:361556-363654	-	-	4.3429	3.48516	5.20065	OK
SPATRNAPRO.01	-	-	SPATRNAPRO.01	-	-	I:365154-365226	-	-	1204.71	405.596	2003.83	OK
SPAC630.10	-	-	SPAC630.10	-	-	I:365203-366442	-	-	33.1399	29.7288	36.5509	OK
SPAC630.11	-	-	SPAC630.11	vps55	-	I:366633-367890	-	-	36.6538	32.687	40.6205	OK
SPAC630.12	-	-	SPAC630.12	-	-	I:368039-369950	-	-	30.4863	27.8335	33.1391	OK
SPAC630.13c	-	-	SPAC630.13c	tsc2	-	I:369790-374217	-	-	42.6043	40.1209	45.0877	OK
SPAC630.14c	-	-	SPAC630.14c	tup12	-	I:374315-377908	-	-	72.0189	67.8885	76.1493	OK
SPAC1751.01c	-	-	SPAC1751.01c	gti1	-	I:377843-384751	-	-	4.29679	3.82014	4.77344	OK
SPAC1751.02c	-	-	SPAC1751.02c	rsm19	-	I:384885-386195	-	-	33.8622	30.3455	37.3788	OK
SPAC1751.04	-	-	SPAC1751.04	-	-	I:383579-385433	-	-	27.5395	24.5051	30.5738	OK
SPAC1751.03	-	-	SPAC1751.03	-	-	I:386265-387856	-	-	423.409	412.803	434.016	OK
SPAC31A2.02	-	-	SPAC31A2.02	trm112	-	I:388232-389229	-	-	115.814	106.848	124.779	OK
SPNCRNA.643	-	-	SPNCRNA.643	trm112-antisense-1	-	I:388351-389177	-	-	7.92153	5.91316	9.9299	OK
SPAC31A2.03	-	-	SPAC31A2.03	mrpl11	-	I:389390-390520	-	-	86.2463	79.7075	92.7852	OK
SPAC31A2.04c	-	-	SPAC31A2.04c	-	-	I:390406-391260	-	-	140.939	130.947	150.932	OK
SPAC31A2.05c	-	-	SPAC31A2.05c	mis4	-	I:391627-396999	-	-	18.7341	17.6598	19.8083	OK
SPAC31A2.06	-	-	SPAC31A2.06	atp25	-	I:397425-402487	-	-	17.4945	16.2216	18.7674	OK
SPAC31A2.07c	-	-	SPAC31A2.07c	dbp10	-	I:399461-402266	-	-	68.2423	64.2115	72.2731	OK
SPAC31A2.09c	-	-	SPAC31A2.09c	apm4	-	I:402718-405389	-	-	20.1561	18.343	21.9692	OK
SPAC31A2.08	-	-	SPAC31A2.08	mrp20	-	I:402840-403862	-	-	74.3328	68.2398	80.4258	OK
SPAC31A2.10	-	-	SPAC31A2.10	-	-	I:405581-407710	-	-	19.2377	17.3641	21.1112	OK
